"Easting","Northing","Load","Elevation","Weight","Prediction","Set","Residual","Dataset"
648149.196,9118365.203,7,314.5,1,10.9115,"Train",3.9115,"Dataset_2"
624478.3225,9099792.562,1.4e-06,314.5,1,0.0230554,"Train",0.023054,"Dataset_2"
644260.7247,9107510.933,1.4e-06,314.5,1,0.0459809,"Train",0.0459795,"Dataset_2"
646012.7376,9111209.589,1.4e-06,314.5,1,0.187498,"Train",0.1874966,"Dataset_2"
647523.2046,9117008.734,1.4,314.5,1,5.62393,"Train",4.22393,"Dataset_2"
677235.2876,9116779.052,1.4e-06,314.5,1,0.0121012,"Train",0.0120998,"Dataset_2"
662614.6427,9130791.934,1.4,314.5,1,1.44005,"Train",0.0400500000000001,"Dataset_2"
657522.2071,9169987.86,6,314.5,1,0.178698,"Train",-5.821302,"Dataset_2"
634367.0106,9167585.163,4.2,314.5,1,0.441084,"Train",-3.758916,"Dataset_2"
627007.6947,9161053.62,10.5,314.5,1,0.93797,"Train",-9.56203,"Dataset_2"
633514.9978,9174510.948,4.9,314.5,1,0.231664,"Train",-4.668336,"Dataset_2"
619406.2488,9108201.132,4.2,314.5,1,0.349553,"Train",-3.850447,"Dataset_2"
620533.6656,9111531.751,11.2,314.5,1,1.26818,"Train",-9.93182,"Dataset_2"
621286.3375,9114122.73,11.2,314.5,1,3.39835,"Train",-7.80165,"Dataset_2"
613044.9075,9114446.954,11.2,314.5,1,3.35344,"Train",-7.84656,"Dataset_2"
623311.5859,9118989.198,28,314.5,1,16.1349,"Train",-11.8651,"Dataset_2"
619298.3712,9105602.988,1.4,314.5,1,0.137118,"Train",-1.262882,"Dataset_2"
619300.9966,9106590.637,1.4,314.5,1,0.192619,"Train",-1.207381,"Dataset_2"
619298.3712,9105602.988,1.4,314.5,1,0.137118,"Train",-1.262882,"Dataset_2"
616598.9099,9131203.191,35,314.5,1,29.7219,"Train",-5.2781,"Dataset_2"
610338.7816,9139186.343,42,314.5,1,10.9897,"Train",-31.0103,"Dataset_2"
