"Easting","Northing","Load","Elevation","Weight","Prediction","Set","Residual","Dataset"
648149.196,9118365.203,7,314.5,0.5,23.0631,"Train",16.0631,"Dataset_2"
624478.3225,9099792.562,1.4e-06,314.5,0.5,0.0805973,"Train",0.0805959,"Dataset_2"
644260.7247,9107510.933,1.4e-06,314.5,0.5,0.265711,"Train",0.2657096,"Dataset_2"
646012.7376,9111209.589,1.4e-06,314.5,0.5,1.21425,"Train",1.2142486,"Dataset_2"
647523.2046,9117008.734,1.4,314.5,0.5,15.4149,"Train",14.0149,"Dataset_2"
677235.2876,9116779.052,1.4e-06,314.5,0.5,0.0739004,"Train",0.073899,"Dataset_2"
662614.6427,9130791.934,1.4,314.5,0.5,2.31443,"Train",0.91443,"Dataset_2"
657522.2071,9169987.86,6,314.5,0.5,0.766544,"Train",-5.233456,"Dataset_2"
634367.0106,9167585.163,4.2,314.5,0.5,1.22943,"Train",-2.97057,"Dataset_2"
627007.6947,9161053.62,10.5,314.5,0.5,2.12225,"Train",-8.37775,"Dataset_2"
633514.9978,9174510.948,4.9,314.5,0.5,0.761066,"Train",-4.138934,"Dataset_2"
619406.2488,9108201.132,4.2,314.5,0.5,0.613726,"Train",-3.586274,"Dataset_2"
620533.6656,9111531.751,11.2,314.5,0.5,1.61633,"Train",-9.58367,"Dataset_2"
621286.3375,9114122.73,11.2,314.5,0.5,3.65233,"Train",-7.54767,"Dataset_2"
613044.9075,9114446.954,11.2,314.5,0.5,3.54503,"Train",-7.65497,"Dataset_2"
623311.5859,9118989.198,28,314.5,0.5,15.5524,"Train",-12.4476,"Dataset_2"
619298.3712,9105602.988,1.4,314.5,0.5,0.311125,"Train",-1.088875,"Dataset_2"
619300.9966,9106590.637,1.4,314.5,0.5,0.398883,"Train",-1.001117,"Dataset_2"
619298.3712,9105602.988,1.4,314.5,0.5,0.311125,"Train",-1.088875,"Dataset_2"
616598.9099,9131203.191,35,314.5,0.5,23.1837,"Train",-11.8163,"Dataset_2"
610338.7816,9139186.343,42,314.5,0.5,10.5657,"Train",-31.4343,"Dataset_2"
629798.3207,9138024.302,28,314.5,0.5,22.4576,"Train",-5.5424,"Dataset_2"
630532.5213,9122797.613,49,314.5,0.5,49.5229,"Train",0.5229,"Dataset_2"
631589.4355,9122856.338,56,314.5,0.5,53.67,"Train",-2.33,"Dataset_2"
634325.4446,9123157.158,63,314.5,0.5,69.9311,"Train",6.9311,"Dataset_2"
635568.5055,9123091.738,70,314.5,0.5,78.0082,"Train",8.0082,"Dataset_2"
638982.8543,9121568.514,70,314.5,0.5,86.5941,"Train",16.5941,"Dataset_2"
646602.6425,9127959.942,140,314.5,0.5,127.402,"Train",-12.598,"Dataset_2"
647444.6314,9128791.07,112,314.5,0.5,110.846,"Train",-1.154,"Dataset_2"
649546.8542,9125202.042,49,314.5,0.5,68.5539,"Train",19.5539,"Dataset_2"
649963.3306,9128999.119,28,314.5,0.5,71.1272,"Train",43.1272,"Dataset_2"
649323.0961,9132892.59,14,314.5,0.5,60.3985,"Train",46.3985,"Dataset_2"
638403.7704,9140957.084,2.1,314.5,0.5,17.8507,"Train",15.7507,"Dataset_2"
639182.8576,9141541.673,1.4,314.5,0.5,16.4526,"Train",15.0526,"Dataset_2"
638023.806,9149206.377,21,314.5,0.5,6.34465,"Train",-14.65535,"Dataset_2"
617501.5074,9150188.734,10.5,314.5,0.5,4.95997,"Train",-5.54003,"Dataset_2"
624103,9111696.128,7,314.5,0,1.72776,"Test",-5.27224,"Dataset_1"
629936,9122930.73,56,314.5,0,48.5871,"Test",-7.4129,"Dataset_1"
629549,9142131.799,28,314.5,0,13.2533,"Test",-14.7467,"Dataset_1"
606002,9134454.513,35,314.5,0,11.8066,"Test",-23.1934,"Dataset_1"
623903,9139886.513,28,314.5,0,14.7838,"Test",-13.2162,"Dataset_1"
626002,9116568.401,14,314.5,0,9.30514,"Test",-4.69486,"Dataset_1"
648254,9143394.028,14,314.5,0,12.0612,"Test",-1.9388,"Dataset_1"
635545,9123596.347,70,314.5,0,82.7509,"Test",12.7509,"Dataset_1"
604054,9159569.497,1.4,314.5,0,2.01759,"Test",0.61759,"Dataset_1"
634336,9120657.35,42,314.5,0,46.0677,"Test",4.0677,"Dataset_1"
637194,9125075.016,112,314.5,0,110.439,"Test",-1.56100000000001,"Dataset_1"
606831,9143436.125,21,314.5,0,6.98048,"Test",-14.01952,"Dataset_1"
620935,9118808.97,14,314.5,0,12.9153,"Test",-1.0847,"Dataset_1"
644675,9139335.273,7,314.5,0,24.046,"Test",17.046,"Dataset_1"
617445,9135784.492,28,314.5,0,17.7071,"Test",-10.2929,"Dataset_1"
625423,9127624.25,42,314.5,0,48.7536,"Test",6.7536,"Dataset_1"
