629452	9119479.717	314.5	14	1
631505	9115652.839	314.5	2.8	1
633487	9113834.827	314.5	2.8	1
627188	9109257.98	314.5	7	1
622919	9113185.954	314.5	14	1
623586	9115260.451	314.5	14	1
630400	9117932.035	314.5	14	1
636496	9112916.659	314.5	14	1
642882	9113422.194	314.5	14	1
633004	9141759.666	314.5	14	1
634320	9144480.36	314.5	7	1
635544	9146255.265	314.5	7	1
638642	9143352.802	314.5	14	1
639846	9149492.409	314.5	2.8	1
643431	9150372.425	314.5	2.8	1
645934	9145238.163	314.5	7	1
642104	9131055.914	314.5	112	1
639389	9132701.354	314.5	112	1
643470	9131143.84	314.5	84	1
651164	9132839.477	314.5	84	1
650341	9128483.37	314.5	84	1
633989	9137935.861	314.5	21	1
642451	9136494.715	314.5	7	1
644200	9134501.961	314.5	21	1
651300	9132255.402	314.5	63	1
650322	9128471.143	314.5	105	1
608892	9131373.431	314.5	21	1
606322	9127239.31	314.5	21	1
599496	9129733.082	314.5	7	1
596391	9130209.571	314.5	7	1
600480	9153130.672	314.5	2.8	1
599783	9159855.018	314.5	1.4	1
612668	9159396.392	314.5	1.4	1
611991	9151621.43	314.5	1.4	1
612533	9150050.7	314.5	2.8	1
611574	9141321.215	314.5	14	1
610845	9139787.292	314.5	16.8	1
630322	9122948.062	314.5	84	1
633976	9121994.54	314.5	56	1
632377	9119879.829	314.5	28	1
634952	9118702.01	314.5	70	1
636257	9119767.038	314.5	84	1
634862	9118066.462	314.5	28	1
633828	9114236.196	314.5	7	1
637324	9123483.541	314.5	84	1
632427	9123347.462	314.5	56	1
641953	9123024.034	314.5	168	1
637327	9123468.174	314.5	56	1
611217	9133011.055	314.5	42	1
610624	9129342.239	314.5	35	1
609499	9126559.233	314.5	28	1
608915	9123126.881	314.5	14	1
612110	9121116.642	314.5	14	1
614096	9119345.682	314.5	14	1
625181	9124003.648	314.5	42	1
628158	9123335.041	314.5	42	1
629033	9131696.292	314.5	35	1
632279	9130455.431	314.5	84	1
633842	9128466.705	314.5	84	1
635415	9126044.779	314.5	84	1
636417	9125246.272	314.5	112	1
630045	9135164.262	314.5	49	1
630971	9140026.93	314.5	28	1
628398	9141296.458	314.5	14	1
624103	9111696.128	314.5	7	0
629936	9122930.73	314.5	56	0
629549	9142131.799	314.5	28	0
606002	9134454.513	314.5	35	0
623903	9139886.513	314.5	28	0
626002	9116568.401	314.5	14	0
648254	9143394.028	314.5	14	0
635545	9123596.347	314.5	70	0
604054	9159569.497	314.5	1.4	0
634336	9120657.35	314.5	42	0
637194	9125075.016	314.5	112	0
606831	9143436.125	314.5	21	0
620935	9118808.97	314.5	14	0
644675	9139335.273	314.5	7	0
617445	9135784.492	314.5	28	0
625423	9127624.25	314.5	42	0
