"Easting","Northing","Load","Elevation","Weight","Prediction","Set","Residual","Dataset"
648149.196,9118365.203,7,314.5,0.5,15.9234,"Train",8.9234,"Dataset_2"
624478.3225,9099792.562,1.4e-06,314.5,0.5,0.0942789,"Train",0.0942775,"Dataset_2"
644260.7247,9107510.933,1.4e-06,314.5,0.5,0.374735,"Train",0.3747336,"Dataset_2"
646012.7376,9111209.589,1.4e-06,314.5,0.5,1.4531,"Train",1.4530986,"Dataset_2"
647523.2046,9117008.734,1.4,314.5,0.5,11.5657,"Train",10.1657,"Dataset_2"
677235.2876,9116779.052,1.4e-06,314.5,0.5,0.0247525,"Train",0.0247511,"Dataset_2"
662614.6427,9130791.934,1.4,314.5,0.5,1.96079,"Train",0.56079,"Dataset_2"
657522.2071,9169987.86,6,314.5,0.5,0.364223,"Train",-5.635777,"Dataset_2"
634367.0106,9167585.163,4.2,314.5,0.5,0.845676,"Train",-3.354324,"Dataset_2"
627007.6947,9161053.62,10.5,314.5,0.5,1.96978,"Train",-8.53022,"Dataset_2"
633514.9978,9174510.948,4.9,314.5,0.5,0.425291,"Train",-4.474709,"Dataset_2"
619406.2488,9108201.132,4.2,314.5,0.5,1.6195,"Train",-2.5805,"Dataset_2"
620533.6656,9111531.751,11.2,314.5,0.5,4.05816,"Train",-7.14184,"Dataset_2"
621286.3375,9114122.73,11.2,314.5,0.5,7.73791,"Train",-3.46209,"Dataset_2"
613044.9075,9114446.954,11.2,314.5,0.5,5.87895,"Train",-5.32105,"Dataset_2"
623311.5859,9118989.198,28,314.5,0.5,21.7056,"Train",-6.2944,"Dataset_2"
619298.3712,9105602.988,1.4,314.5,0.5,0.75101,"Train",-0.64899,"Dataset_2"
619300.9966,9106590.637,1.4,314.5,0.5,1.0121,"Train",-0.3879,"Dataset_2"
619298.3712,9105602.988,1.4,314.5,0.5,0.75101,"Train",-0.64899,"Dataset_2"
616598.9099,9131203.191,35,314.5,0.5,28.7048,"Train",-6.2952,"Dataset_2"
610338.7816,9139186.343,42,314.5,0.5,15.9114,"Train",-26.0886,"Dataset_2"
